                                                                                                            Experiments |  2 corpus | 3 WER | 4 Del | 5 Ins | 6 Sub | 7 Enc RTF | 8 Search RTF | 9 Total RTF |             10 Step Hyps |                 11 Step Word End Hyps |                        12 Step Trees
                                            71__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.3_elm1.1 | dev-other |   4.7 |   0.6 |   0.4 |   3.6 |   0.09178 |      1.15409 |     1.24586 | 0.00/0.00/0.00/0.00/0.00 |        21.12/6.00/50.00/250.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            72__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.3_elm1.2 | dev-other |   4.7 |   0.7 |   0.4 |   3.6 |   0.08448 |      1.20271 |     1.28719 | 0.00/0.00/0.00/0.00/0.00 |        19.82/5.00/46.00/240.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            73__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.4_elm0.6 | dev-other |   4.9 |   0.4 |   0.5 |   4.0 |   0.07533 |      1.30678 |     1.38211 | 0.00/0.00/0.00/0.00/0.00 |        33.51/8.00/98.00/313.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            74__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.4_elm0.7 | dev-other |   4.8 |   0.4 |   0.5 |   3.9 |   0.07611 |      1.22448 |     1.30059 | 0.00/0.00/0.00/0.00/0.00 |        29.75/7.00/80.00/298.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            75__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.4_elm0.8 | dev-other |   4.7 |   0.4 |   0.5 |   3.8 |   0.09371 |       1.4681 |      1.5618 | 0.00/0.00/0.00/0.00/0.00 |        26.83/6.00/68.00/285.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                                            76__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.4_elm0.9 | dev-other |   4.7 |   0.4 |   0.5 |   3.8 |   0.09509 |      1.23565 |     1.33074 | 0.00/0.00/0.00/0.00/0.00 |        24.56/6.00/61.00/273.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                                            77__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.4_elm1.0 | dev-other |   4.6 |   0.5 |   0.4 |   3.7 |   0.07203 |        1.027 |     1.09903 | 0.00/0.00/0.00/0.00/0.00 |        22.65/6.00/55.00/261.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            78__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.4_elm1.1 | dev-other |   4.7 |   0.5 |   0.4 |   3.7 |     0.081 |      1.09494 |     1.17594 | 0.00/0.00/0.00/0.00/0.00 |        21.09/5.00/49.00/252.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            79__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.4_elm1.2 | dev-other |   4.7 |   0.6 |   0.4 |   3.7 |   0.08468 |      1.19662 |      1.2813 | 0.00/0.00/0.00/0.00/0.00 |        19.69/5.00/45.00/242.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            80__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.5_elm0.6 | dev-other |   5.0 |   0.4 |   0.6 |   4.0 |   0.08358 |      1.40609 |     1.48968 | 0.00/0.00/0.00/0.00/0.00 |       35.22/8.00/105.00/322.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            81__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.5_elm0.7 | dev-other |   4.9 |   0.4 |   0.5 |   4.0 |   0.08613 |      1.40981 |     1.49594 | 0.00/0.00/0.00/0.00/0.00 |        30.82/7.00/85.00/304.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            82__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.5_elm0.8 | dev-other |   4.8 |   0.4 |   0.5 |   3.9 |   0.08765 |      1.33245 |      1.4201 | 0.00/0.00/0.00/0.00/0.00 |        27.56/7.00/72.00/290.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            83__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.5_elm0.9 | dev-other |   4.7 |   0.4 |   0.5 |   3.8 |   0.09226 |      1.34874 |       1.441 | 0.00/0.00/0.00/0.00/0.00 |        24.91/6.00/62.00/276.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            84__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.5_elm1.0 | dev-other |   4.7 |   0.4 |   0.4 |   3.8 |   0.07828 |      1.12172 |         1.2 | 0.00/0.00/0.00/0.00/0.00 |        22.91/6.00/55.00/263.00/512.00 |             1.00/1.00/1.00/1.00/1.00
                                            85__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.5_elm1.1 | dev-other |   4.7 |   0.5 |   0.4 |   3.8 |   0.09269 |      1.17684 |     1.26952 | 0.00/0.00/0.00/0.00/0.00 |        21.18/5.00/49.00/253.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                            86__ffnn_transducer_bpe_highbs_200epochs__recog_tree_bpe-LSTM_ilm0.5_elm1.2 | dev-other |   4.7 |   0.5 |   0.4 |   3.8 |    0.0864 |      1.09686 |     1.18326 | 0.00/0.00/0.00/0.00/0.00 |        19.71/5.00/45.00/243.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                         87__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.0_elm0.6 | dev-other |   4.8 |   0.5 |   0.4 |   3.9 |   0.08135 |      0.97863 |     1.05998 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         88__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.0_elm0.7 | dev-other |   4.7 |   0.6 |   0.4 |   3.8 |   0.08449 |      1.06813 |     1.15262 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         89__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.0_elm0.8 | dev-other |   4.7 |   0.7 |   0.3 |   3.7 |   0.07974 |      0.83932 |     0.91906 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         90__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.0_elm0.9 | dev-other |   4.7 |   0.8 |   0.3 |   3.6 |   0.08935 |      0.85765 |     0.94699 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         91__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.0_elm1.0 | dev-other |   4.8 |   1.0 |   0.3 |   3.5 |   0.09323 |      0.91117 |      1.0044 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         92__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.0_elm1.1 | dev-other |   5.0 |   1.2 |   0.3 |   3.4 |   0.08111 |      0.75876 |     0.83987 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         93__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.0_elm1.2 | dev-other |   5.2 |   1.5 |   0.3 |   3.4 |   0.07907 |      0.72262 |     0.80168 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         94__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.1_elm0.6 | dev-other |   4.7 |   0.5 |   0.4 |   3.9 |   0.08696 |      1.08458 |     1.17154 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         95__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.1_elm0.7 | dev-other |   4.7 |   0.5 |   0.4 |   3.8 |    0.0834 |      1.02651 |     1.10991 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         96__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.1_elm0.8 | dev-other |   4.7 |   0.6 |   0.4 |   3.7 |   0.08774 |      0.96393 |     1.05166 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         97__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.1_elm0.9 | dev-other |   4.6 |   0.6 |   0.4 |   3.6 |   0.08596 |      0.96694 |      1.0529 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         98__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.1_elm1.0 | dev-other |   4.6 |   0.8 |   0.3 |   3.5 |   0.07921 |      0.84818 |      0.9274 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                         99__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.1_elm1.1 | dev-other |   4.8 |   1.0 |   0.3 |   3.5 |   0.07946 |      0.81417 |     0.89362 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        100__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.1_elm1.2 | dev-other |   4.9 |   1.2 |   0.3 |   3.4 |   0.08608 |      0.99258 |     1.07865 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        101__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.2_elm0.6 | dev-other |   4.7 |   0.4 |   0.4 |   3.8 |   0.07712 |       1.0395 |     1.11662 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        102__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.2_elm0.7 | dev-other |   4.6 |   0.4 |   0.4 |   3.8 |   0.08718 |       1.0273 |     1.11448 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        103__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.2_elm0.8 | dev-other |   4.6 |   0.5 |   0.4 |   3.8 |   0.07769 |      0.93022 |     1.00792 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        104__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.2_elm0.9 | dev-other |   4.6 |   0.5 |   0.4 |   3.7 |   0.09121 |      0.95865 |     1.04986 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        105__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.2_elm1.0 | dev-other |   4.6 |   0.6 |   0.4 |   3.6 |   0.08815 |      0.92864 |     1.01679 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        106__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.2_elm1.1 | dev-other |   4.6 |   0.7 |   0.3 |   3.6 |   0.09484 |      0.98472 |     1.07956 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        107__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.2_elm1.2 | dev-other |   4.8 |   0.9 |   0.3 |   3.5 |   0.09215 |      0.90329 |     0.99544 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        108__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.3_elm0.6 | dev-other |   4.7 |   0.4 |   0.4 |   3.9 |   0.06723 |      0.90839 |     0.97563 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        109__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.3_elm0.7 | dev-other |   4.7 |   0.4 |   0.4 |   3.8 |    0.0821 |      1.23504 |     1.31713 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        110__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.3_elm0.8 | dev-other |   4.6 |   0.4 |   0.4 |   3.8 |   0.07899 |      0.96033 |     1.03933 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        111__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.3_elm0.9 | dev-other |   4.6 |   0.5 |   0.4 |   3.7 |   0.07773 |      0.89741 |     0.97514 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        112__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.3_elm1.0 | dev-other |   4.6 |   0.5 |   0.4 |   3.7 |    0.0809 |      0.87467 |     0.95557 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        113__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.3_elm1.1 | dev-other |   4.6 |   0.6 |   0.4 |   3.6 |    0.0795 |      0.83294 |     0.91245 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        114__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.3_elm1.2 | dev-other |   4.6 |   0.7 |   0.4 |   3.6 |   0.08847 |      0.83528 |     0.92375 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        115__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.4_elm0.6 | dev-other |   4.9 |   0.4 |   0.4 |   4.0 |   0.07879 |       1.1257 |     1.20449 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        116__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.4_elm0.7 | dev-other |   4.8 |   0.4 |   0.4 |   3.9 |   0.09133 |      1.09953 |     1.19086 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        117__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.4_elm0.8 | dev-other |   4.7 |   0.4 |   0.4 |   3.8 |   0.08555 |      0.99087 |     1.07642 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        118__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.4_elm0.9 | dev-other |   4.6 |   0.4 |   0.4 |   3.8 |   0.08718 |      1.02864 |     1.11582 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        119__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.4_elm1.0 | dev-other |   4.6 |   0.5 |   0.4 |   3.7 |   0.07893 |      0.87657 |      0.9555 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        120__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.4_elm1.1 | dev-other |   4.6 |   0.5 |   0.4 |   3.7 |   0.09526 |      1.03087 |     1.12613 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        121__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.4_elm1.2 | dev-other |   4.6 |   0.6 |   0.4 |   3.7 |   0.08387 |      0.86811 |     0.95199 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        122__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.5_elm0.6 | dev-other |   5.0 |   0.5 |   0.4 |   4.1 |   0.08086 |      1.15892 |     1.23977 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        123__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.5_elm0.7 | dev-other |   4.9 |   0.5 |   0.4 |   4.0 |   0.07256 |      1.00914 |      1.0817 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        124__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.5_elm0.8 | dev-other |   4.8 |   0.5 |   0.4 |   3.9 |   0.07815 |      0.99555 |      1.0737 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        125__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.5_elm0.9 | dev-other |   4.7 |   0.5 |   0.4 |   3.9 |   0.07892 |      0.94543 |     1.02435 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        126__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.5_elm1.0 | dev-other |   4.7 |   0.5 |   0.4 |   3.8 |   0.08125 |      0.89898 |     0.98022 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        127__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.5_elm1.1 | dev-other |   4.6 |   0.5 |   0.4 |   3.8 |   0.08157 |      0.86247 |     0.94404 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                        128__ffnn_transducer_bpe_highbs_200epochs__recog_lexfree_bpe-LSTM_ilm0.5_elm1.2 | dev-other |   4.6 |   0.5 |   0.4 |   3.7 |   0.08799 |      0.86385 |     0.95184 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                                                      129__ffnn_transducer_bpe_125epochs__recog_lexfree | dev-other |   5.9 |   0.5 |   0.5 |   4.9 |    0.0645 |      0.02023 |     0.08473 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                                                 130__ffnn_transducer_bpe_125epochs__recog_tree_mbs1024 | dev-other |   5.7 |   0.3 |   0.8 |   4.6 |   0.06796 |      0.24102 |     0.30897 | 0.00/0.00/0.00/0.00/0.00 |         27.75/25.00/57.00/80.00/88.00 |             1.00/1.00/1.00/1.00/1.00
                                                     131__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.0_elm0.6 | dev-other |   4.8 |   0.6 |   0.4 |   3.7 |   0.07471 |      0.39844 |     0.47316 | 0.00/0.00/0.00/0.00/0.00 |     66.97/29.00/161.00/631.00/1392.00 |    89.47/50.00/201.00/655.00/1417.00
                                                     132__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.0_elm0.7 | dev-other |   4.9 |   0.9 |   0.4 |   3.7 |   0.06316 |      0.37788 |     0.44104 | 0.00/0.00/0.00/0.00/0.00 |     70.51/28.00/177.00/662.00/1420.00 |    89.79/47.00/206.00/680.00/1433.00
                                                     133__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.0_elm0.8 | dev-other |   5.2 |   1.3 |   0.3 |   3.6 |   0.08303 |      0.48526 |     0.56829 | 0.00/0.00/0.00/0.00/0.00 |     75.37/27.00/198.00/693.00/1382.00 |    92.12/45.00/220.00/707.00/1389.00
                                                     134__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.0_elm0.9 | dev-other |   6.0 |   2.2 |   0.3 |   3.5 |    0.0688 |      0.45191 |     0.52071 | 0.00/0.00/0.00/0.00/0.00 |     81.19/27.00/225.00/722.00/1361.00 |    95.90/44.00/242.00/732.00/1369.00
                                                     135__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.0_elm1.0 | dev-other |   7.2 |   3.5 |   0.3 |   3.4 |   0.07678 |      0.50999 |     0.58677 | 0.00/0.00/0.00/0.00/0.00 |     87.17/27.00/255.00/744.00/1352.00 |   100.12/43.00/268.00/751.00/1360.00
                                                     136__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.0_elm1.1 | dev-other |   9.6 |   6.1 |   0.2 |   3.3 |   0.07031 |      0.51965 |     0.58996 | 0.00/0.00/0.00/0.00/0.00 |     92.63/27.00/283.00/763.00/1460.00 |   104.03/41.00/294.00/769.00/1460.00
                                                     137__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.0_elm1.2 | dev-other |  13.4 |   9.9 |   0.2 |   3.3 |   0.06967 |      0.54016 |     0.60983 | 0.00/0.00/0.00/0.00/0.00 |     96.80/26.50/307.00/773.00/1457.00 |   106.77/39.00/316.00/779.00/1457.00
                                                     138__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.1_elm0.6 | dev-other |   4.6 |   0.5 |   0.4 |   3.7 |   0.08347 |      0.57286 |     0.65633 | 0.00/0.00/0.00/0.00/0.00 |     74.22/31.00/183.00/670.00/1396.00 |    96.92/54.00/219.00/691.00/1418.00
                                                     139__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.1_elm0.7 | dev-other |   4.7 |   0.6 |   0.4 |   3.7 |   0.07868 |      0.50704 |     0.58572 | 0.00/0.00/0.00/0.00/0.00 |     77.93/30.00/201.00/702.00/1365.00 |    97.12/50.00/226.00/717.00/1379.00
                                                     140__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.1_elm0.8 | dev-other |   4.8 |   0.8 |   0.4 |   3.7 |   0.07643 |      0.54405 |     0.62048 | 0.00/0.00/0.00/0.00/0.00 |     83.18/30.00/226.00/734.00/1369.00 |    99.71/48.00/245.00/745.00/1378.00
                                                     141__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.1_elm0.9 | dev-other |   5.1 |   1.1 |   0.3 |   3.6 |   0.07297 |      0.53964 |     0.61261 | 0.00/0.00/0.00/0.00/0.00 |     89.39/29.00/256.90/764.00/1387.00 |   103.82/47.00/271.00/773.00/1397.00
                                                     142__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.1_elm1.0 | dev-other |   5.7 |   1.8 |   0.3 |   3.6 |   0.07278 |      0.60556 |     0.67834 | 0.00/0.00/0.00/0.00/0.00 |     96.03/29.00/290.00/787.00/1447.00 |   108.74/45.00/302.00/793.00/1447.00
                                                     143__ffnn_transducer_bpe_125epochs__recog_tree_4gram_ilm0.1_elm1.1 | dev-other |   6.9 |   3.1 |   0.3 |   3.5 |    0.0689 |      0.61327 |     0.68217 | 0.00/0.00/0.00/0.00/0.00 |    102.48/29.00/324.00/804.59/1455.00 |   113.71/44.00/335.00/810.00/1455.00
