Experiment Name,Dataset,WER,WERsub,WERinsert,WERDel,RTFEnc,RTCSearch,TotalRTF
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.4,dev-clean,2.4,1.9,0.3,0.2,0.20768811297009482,0.008884785607738534,0.21657289857783335
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.4,dev-other,5.5,4.4,0.6,0.6,0.25170285974662077,0.020633776697228684,0.2723366364438495
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.4,test-clean,2.8,2.1,0.3,0.3,0.21778831334332638,0.009498857563872516,0.22728717090719888
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.4,test-other,5.7,4.4,0.6,0.7,0.2179673258935786,0.017188012679014934,0.23515533857259355
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.5,dev-clean,2.4,1.9,0.3,0.2,0.2394603179877,0.011810079886368303,0.2512703978740683
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.5,dev-other,5.5,4.4,0.6,0.5,0.2271692940189786,0.020807853462698842,0.24797714748167743
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.5,test-clean,2.7,2.1,0.4,0.2,0.21644210932069638,0.010601641126467028,0.2270437504471634
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.5,test-other,5.7,4.5,0.6,0.6,0.2471292314597814,0.023470969903624173,0.27060020136340557
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.2,dev-clean,2.6,1.9,0.2,0.5,0.20972575682170136,0.006972243607704405,0.21669800042940576
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.2,dev-other,5.8,4.3,0.5,1.0,0.22149635171053916,0.013416066500864481,0.23491241821140366
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.2,test-clean,3.0,2.2,0.3,0.5,0.2174584548584426,0.007197822874850388,0.22465627773329297
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.2,test-other,6.1,4.4,0.5,1.3,0.22524384621608912,0.014190317739654082,0.23943416395574318
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.3,dev-clean,2.5,1.9,0.2,0.4,0.20806366685211805,0.0076237480608763435,0.2156874149129944
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.3,dev-other,5.7,4.4,0.5,0.8,0.22953658385095535,0.015459166619408262,0.24499575047036362
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.3,test-clean,2.9,2.2,0.3,0.4,0.2053445678581326,0.007728325509697342,0.21307289336782992
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.3,test-other,6.0,4.4,0.5,1.0,0.2476613321500765,0.018631300547130365,0.2662926326972068
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.4,dev-clean,2.5,1.9,0.3,0.3,0.21808600370750794,0.009036327602422765,0.2271223313099307
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.4,dev-other,5.7,4.4,0.6,0.7,0.23094716014442312,0.017578313202325106,0.24852547334674824
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.4,test-clean,2.8,2.2,0.3,0.3,0.20646282457156465,0.009027528677498583,0.21549035324906324
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.4,test-other,5.9,4.5,0.6,0.8,0.21860111074235813,0.017017868742266757,0.2356189794846249
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.5,dev-clean,2.5,2.0,0.3,0.3,0.20951549594034558,0.009843712790040916,0.2193592087303865
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.5,dev-other,5.7,4.4,0.6,0.6,0.22848554428917606,0.01885336356963057,0.24733890785880663
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.5,test-clean,2.8,2.2,0.3,0.3,0.2121494594323022,0.010917256827455557,0.22306671625975777
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.2_p0.5,test-other,5.9,4.5,0.6,0.7,0.22412555332664735,0.02070076126917914,0.2448263145958265
hilmes_memristor_v10_0607__recog_tree_memristor_eq,dev-clean,2.7,2.1,0.5,0.1,0.19194589892569286,0.0033012745950998256,0.19524717352079268
hilmes_memristor_v10_0607__recog_tree_memristor_eq,dev-other,6.8,5.4,1.0,0.4,0.2022125508848398,0.005597260333580635,0.20780981121842046
hilmes_memristor_v10_0607__recog_tree_memristor_eq,test-clean,3.0,2.3,0.6,0.1,0.18776087505600508,0.003264879343510258,0.19102575439951536
hilmes_memristor_v10_0607__recog_tree_memristor_eq,test-other,6.8,5.3,1.1,0.4,0.20074995787335537,0.005685434220915786,0.20643539209427117
hilmes_memristor_v10_w8_a8_dim512__recog_tree_4gram_lm0.9_p0.2,dev-clean,2.3,1.8,0.2,0.2,0.18956284196186488,0.006997316091840772,0.19656015805370564
hilmes_memristor_v10_w8_a8_dim512__recog_tree_4gram_lm0.9_p0.2,dev-other,5.4,4.3,0.5,0.6,0.20151382347126545,0.014126221490385331,0.21564004496165076
hilmes_memristor_v10_w8_a8_dim512__recog_tree_4gram_lm0.9_p0.2,test-clean,2.6,2.1,0.3,0.2,0.18727461750445484,0.007176148162202104,0.19445076566665695
hilmes_memristor_v10_w8_a8_dim512__recog_tree_4gram_lm0.9_p0.2,test-other,5.6,4.3,0.6,0.7,0.19850304576864344,0.014034197489904485,0.21253724325854792
hilmes_memristor_v10_w8_a8_dim512__recog_tree_memristor_eq,dev-clean,2.7,2.1,0.5,0.1,0.19194589892569286,0.0033012745950998256,0.19524717352079268
hilmes_memristor_v10_w8_a8_dim512__recog_tree_memristor_eq,dev-other,6.8,5.4,1.0,0.4,0.2022125508848398,0.005597260333580635,0.20780981121842046
hilmes_memristor_v10_w8_a8_dim512__recog_tree_memristor_eq,test-clean,3.0,2.3,0.6,0.1,0.18776087505600508,0.003264879343510258,0.19102575439951536
hilmes_memristor_v10_w8_a8_dim512__recog_tree_memristor_eq,test-other,6.8,5.3,1.1,0.4,0.20074995787335537,0.005685434220915786,0.20643539209427117
